Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2009,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),25.9,25.9,,,23.7,28.2,Gender,Male,C2,T15,NS010,AgeStdz,BOC02,GEN01,9002,
2014,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),3.2,3.2,,,2.7,3.6,Gender,Female,C1,T6,NS004,Crude,BOC02,GEN02,9003,
2016,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),5.6,5.6,,,3.8,8.2,Age,75+,C2,T15,NS010,Crude,BOC03,AGE08,9003,
2014,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),31.3,31.3,,,29.6,33.1,Overall,Overall,C2,T14,NS011,AgeStdz,BOC01,OVR01,9003,
2015,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),4.8,4.8,,,3.8,6.0,Age,45-64,C1,T4,NS002,Crude,BOC03,AGE05,9002,
2005,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,Percent (%),4.0,4.0,,,3.6,4.5,Race,Non-Hispanic White,C1,T3,NS003,AgeStdz,BOC04,RAC01,9003,
2017,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),32.9,32.9,,,30.6,35.2,Age,35+,C2,T14,NS011,Crude,BOC03,AGE07,9003,
2012,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),0.8,0.8,,,0.5,1.2,Age,25-44,C1,T6,NS004,Crude,BOC03,AGE04,9003,
2016,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Black,C2,T9,NS013,Crude,BOC04,RAC02,9003,
2004,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),49.1,49.1,,,45.1,53.1,Race,Hispanic,C2,T14,NS011,Crude,BOC04,RAC04,9003,
2000,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T9,NS012,AgeStdz,BOC04,RAC04,9002,
2013,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Male,C2,T9,NS013,Crude,BOC02,GEN01,9002,
2005,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),1.7,1.7,,,1.3,2.2,Gender,Male,C1,T6,NS004,Crude,BOC02,GEN01,9002,
2017,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,25-44,C2,T9,NS012,Crude,BOC03,AGE04,9002,
2011,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Black,C2,T9,NS013,Crude,BOC04,RAC02,9002,
2002,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),2.2,2.2,,,1.8,2.6,Race,Non-Hispanic White,C1,T6,NS004,AgeStdz,BOC04,RAC01,9002,
2016,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),15.3,15.3,,,13.3,17.5,Race,Non-Hispanic Black,C2,T15,NS010,Crude,BOC04,RAC02,9003,
2014,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),8.7,8.7,,,8.1,9.4,Overall,Overall,C1,T1,NS001,Crude,BOC01,OVR01,9003,
2008,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,Percent (%),2.2,2.2,,,1.7,2.8,Gender,Female,C1,T3,NS003,AgeStdz,BOC02,GEN02,9002,
2015,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C1,T4,NS002,Crude,BOC04,RAC04,9002,
2006,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic White,C2,T9,NS013,AgeStdz,BOC04,RAC01,9002,
2017,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C1,T3,NS003,Crude,BOC04,RAC07,9002,
2007,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic White,C2,T9,NS012,Crude,BOC04,RAC01,9003,
2000,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic White,C2,T9,NS013,AgeStdz,BOC04,RAC01,9002,
2006,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),2.8,2.8,,,2.1,3.7,Gender,Male,C1,T6,NS004,AgeStdz,BOC02,GEN01,9002,
2010,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C2,T9,NS012,AgeStdz,BOC04,RAC03,9002,
2006,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),4.1,4.1,,,3.5,4.6,Age,35+,C1,T6,NS004,Crude,BOC03,AGE07,9003,
2001,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),5.2,5.2,,,4.5,6.0,Gender,Male,C1,T4,NS002,Crude,BOC02,GEN01,9003,
2002,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C2,T9,NS013,AgeStdz,BOC04,RAC03,9003,
2011,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),17.1,17.1,,,15.0,19.5,Age,65+,C1,T4,NS002,Crude,BOC03,AGE06,9002,
2017,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),31.1,31.1,,,25.2,37.7,Race,Non-Hispanic Asian,C2,T14,NS011,Crude,BOC04,RAC03,9003,
2003,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),93.4,93.4,,,90.9,95.2,Race,Non-Hispanic Black,C2,T9,NS013,Crude,BOC04,RAC02,9002,
2007,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,65+,C2,T9,NS013,Crude,BOC03,AGE06,9003,
2004,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C2,T9,NS013,Crude,BOC04,RAC03,9002,
2006,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T4,NS002,AgeStdz,BOC04,RAC03,9003,
2003,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C2,T9,NS013,Crude,BOC04,RAC07,9002,
2017,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Female,C2,T9,NS012,Crude,BOC02,GEN02,9003,
2017,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),3.2,3.2,,,2.8,3.6,Overall,Overall,C1,T6,NS004,AgeStdz,BOC01,OVR01,9003,
2014,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),2.1,2.1,,,1.7,2.7,Age,25-44,C1,T1,NS001,Crude,BOC03,AGE04,9003,
2000,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C1,T3,NS003,AgeStdz,BOC04,RAC07,9002,
2008,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Other,C1,T1,NS001,Crude,BOC04,RAC07,9003,
2002,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C1,T3,NS003,AgeStdz,BOC04,RAC04,9002,
2001,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),5.5,5.5,,,4.7,6.5,Age,35+,C1,T4,NS002,Crude,BOC03,AGE07,9002,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),3.4,3.4,,,2.2,5.3,Race,Non-Hispanic Black,C1,T6,NS004,AgeStdz,BOC04,RAC02,9002,
2001,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Black,C2,T9,NS013,AgeStdz,BOC04,RAC02,9002,
2008,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,Percent (%),90.6,90.6,,,89.0,92.0,Gender,Male,C2,T9,NS012,AgeStdz,BOC02,GEN01,9002,
2014,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),96.7,96.7,,,95.8,97.4,Gender,Female,C2,T9,NS013,Crude,BOC02,GEN02,9002,
2014,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),21.1,21.1,,,18.9,23.4,Age,45-64,C2,T15,NS010,Crude,BOC03,AGE05,9002,
2010,MDW,Midwest,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,Percent (%),9.1,9.1,,,5.3,15.0,Race,Hispanic,C1,T1,NS001,AgeStdz,BOC04,RAC04,9002,
2015,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),2.7,2.7,,,1.9,3.7,Race,Non-Hispanic Black,C1,T6,NS004,AgeStdz,BOC04,RAC02,9002,
2001,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),3.0,3.0,,,2.3,3.9,Race,Non-Hispanic Black,C1,T6,NS004,Crude,BOC04,RAC02,9003,
2003,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C2,T15,NS010,Crude,BOC04,RAC03,9002,
2007,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Black,C1,T6,NS004,Crude,BOC04,RAC02,9002,
2009,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C1,T3,NS003,AgeStdz,BOC04,RAC04,9002,
2005,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,Percent (%),4.7,4.7,,,3.4,6.6,Race,Hispanic,C1,T4,NS002,AgeStdz,BOC04,RAC04,9003,
2012,MDW,Midwest,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,Percent (%),34.5,34.5,,,30.6,38.7,Race,Non-Hispanic Black,C2,T14,NS011,AgeStdz,BOC04,RAC02,9002,
2007,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),3.3,3.3,,,2.8,3.9,Gender,Female,C1,T4,NS002,Crude,BOC02,GEN02,9003,
2001,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),3.5,3.5,,,3.0,4.0,Age,35+,C1,T6,NS004,Crude,BOC03,AGE07,9002,
2008,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),36.7,36.7,,,34.0,39.4,Gender,Male,C2,T14,NS011,Crude,BOC02,GEN01,9003,
2002,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),6.0,6.0,,,5.0,7.3,Race,Non-Hispanic Black,C1,T1,NS001,Crude,BOC04,RAC02,9003,
2003,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,Percent (%),3.3,3.3,,,2.4,4.6,Race,Non-Hispanic Black,C1,T6,NS004,Crude,BOC04,RAC02,9002,
2000,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T9,NS012,Crude,BOC04,RAC04,9003,
2005,SOU,South,NHIS,None,None,Healthy People 2020,None,Risk Factors,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,Percent (%),42.7,42.7,,,40.1,45.2,Race,Non-Hispanic White,C2,T14,NS011,Crude,BOC04,RAC01,9003,
2015,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Female,C2,T9,NS013,Crude,BOC02,GEN02,9003,
2014,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,Percent (%),4.7,4.7,,,4.2,5.2,Overall,Overall,C1,T4,NS002,Crude,BOC01,OVR01,9003,
2013,SOU,South,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),12.5,12.5,,,10.9,14.2,Race,Hispanic,C2,T15,NS010,AgeStdz,BOC04,RAC04,9003,
2010,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Non-Hispanic Asian,C1,T6,NS004,AgeStdz,BOC04,RAC03,9002,
2007,MDW,Midwest,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T9,NS013,Crude,BOC04,RAC04,9002,
2015,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,Percent (%),12.8,12.8,,,9.6,16.9,Race,Hispanic,C2,T15,NS010,AgeStdz,BOC04,RAC04,9002,
2009,SOU,South,NHIS,None,None,None,None,Risk Factors,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Gender,Male,C2,T9,NS013,AgeStdz,BOC02,GEN01,9003,
2016,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,Percent (%),2.4,2.4,,,1.9,2.9,Gender,Female,C1,T6,NS004,AgeStdz,BOC02,GEN02,9002,
2005,MDW,Midwest,NHIS,None,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,Percent (%),21.3,21.3,,,19.7,22.9,Gender,Female,C2,T15,NS010,Crude,BOC02,GEN02,9002,
2007,SOU,South,NHIS,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,Percent (%),26.1,26.1,,,23.6,28.7,Age,65+,C1,T1,NS001,Crude,BOC03,AGE06,9003,
